id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1.3596E+18,Jordan Hawkins,"Northampton, England",MSc applied psychology student - BSc psychology graduate - currently working in mental health inpatient unit U.K.,2012/1/18 19:17,123,316,119,FALSE,2021/2/10 20:42,"Feeling grateful for being #vaccinated 
Did experience some negative side effects the day after but happy to say 24… https://t.co/hHoqninjsb",['vaccinated'],Twitter for iPhone,0,2,FALSE
1.36023E+18,#DestroyTheAadhaar    TwiLightOFTheGODS,"Mumbai, India","Hidden from the second sight, 
the third eye,
the fourth horseman, the fifth element, the sixth sense & the seventh son !

NOBODY IS PERFECT ! --- I AM NOBODY !",2016/11/29 12:01,361,646,86945,FALSE,2021/2/12 14:26,Side effects reported from FRENCH nurses who have received the #AstraZeneca vaccine and others who have had the… https://t.co/LUi5l1kDE7,['AstraZeneca'],Twitter for Android,0,0,FALSE
1.36008E+18,danielle drinks oat milk,treaty 6 territory,would like to spend the rest of her days sleeping in the sun,2012/10/2 2:06,148,133,7125,FALSE,2021/2/12 4:34,"around 28 hrs after second dose of #PfizerBiontech vaccine, still experiencing no side effects other than a very so… https://t.co/Wr6r4ARjOn",['PfizerBiontech'],Twitter for iPhone,0,5,FALSE
1.36027E+18,James S. Henry,captjohnsmith1@protonmail.com,"Investig econ+NY att; SrF,https://t.co/ce6T92obnj;SrF, CCSI_Columbia;SrAdv, @TaxJusticeNet;Bd member,@AmnestyUSA;ADK 46R.",2009/9/22 3:19,6504,1591,6074,FALSE,2021/2/12 16:43,"#Vaccinated! #Moderna #1 of 2. Walmart, Ft Lauderdale. Painless, no side effects. Second shot in a month. The process is crazy.","['Vaccinated', 'Moderna']",Twitter for iPhone,1,7,FALSE
1.36025E+18,"Marlys Appleton, Sc.M.",NYC,"#Renaissance Woman, #Sustainability #ESG #Educator, #MITAlum #WhiteEarth #Anishinabe #RiskMgmt #RadicalTech #Econ #English #Fordham Faculty",2009/1/20 13:30,1277,3580,19304,FALSE,2021/2/12 15:23,"@Jaxzon2008 @Roseamund It'll be fine; the #secondVaccine may hurt more. I got #Moderna, no side effect at all. Get… https://t.co/UcMLxjsOid","['secondVaccine', 'Moderna']",Twitter Web App,0,0,FALSE
1.36021E+18,BabyBoy After Infertility,"Pennsylvania, USA",Miracle Baby Boy Arrived 4.13.19 ??After: TTC 28 mo-Femara 9 mo-3 Failed IUIs- 1 chemical preg- 2 Failed IVFs w no embryos to transfer either time,2018/3/2 14:08,565,184,5913,FALSE,2021/2/12 12:47,Had my 2nd #moderna shot yesterday. I am off today and in anticipation of having possible negative side effects dec… https://t.co/jQ4TBEtIDS,['moderna'],Twitter for iPhone,0,0,FALSE
1.36017E+18,Sahil Dua,,,2015/3/3 17:56,7,69,3057,FALSE,2021/2/12 10:05,@ndtv What are the various Side Effects reported post COVID-19 vaccines? Check out this interesting blog to know  m… https://t.co/sKlv55uqfB,,Twitter for iPhone,0,0,FALSE
1.35999E+18,Josh Westbrook,,Offense lives in space void of grace.,2009/5/23 22:24,83,422,30016,FALSE,2021/2/11 22:11,First day after my second #COVIDVaccine from #Moderna I am feeling 100%. No side effects at all. Based on testimoni… https://t.co/xS2zKMG0QJ,"['COVIDVaccine', 'Moderna']",Twitter for Android,0,1,FALSE
1.35998E+18,Dr. Erin K. Coney (She/Her/Hers),"Flint, MI",Shine With Great Effulgence - Me (EKC),2011/1/15 5:37,185,318,323,FALSE,2021/2/11 21:24,"Dose #2 of the #Moderna Vaccine!!! ???
At the end of the day, side effects are normal and that just means your body… https://t.co/OLYMPj2Dvt",['Moderna'],Twitter for iPhone,0,3,FALSE
1.36023E+18,Nikki Rosemary ?? ????,Leeds,"BSc Hons Biology @ University of Leeds | MSc Plant Pathology @ Harper Adams University |
Deaf | Christian",2010/6/5 13:17,254,458,7812,FALSE,2021/2/12 14:19,Has anyone who has had covid also had the vaccine? How did you find it? Did you feel the side effects were more pro… https://t.co/v88M5lFqBc,,Twitter Web App,0,0,FALSE
1.36002E+18,Nik Knight ??,"Birmingham, UK","Coaching, speaking & writing on tech leadership | @BarefootCoaches Coach | Currently working on kicking cancer's arse - normal service will resume | She/her |",2009/9/1 11:17,574,515,5725,FALSE,2021/2/12 0:28,Update - side effects have kicked in... All over aches and a bit of a temperature. The doc did warn me this might h… https://t.co/j4DGX4dFuv,,Twitter for Android,0,1,FALSE
1.35992E+18,FlaShBloG Live Entertainment ?,Italia,"latest news from around the world. Sports, politics, entertainment, make yourself comfortable and read the news. We offer live events, all sports.........",2014/8/30 11:13,1021,4274,199,FALSE,2021/2/11 17:25,#COVID19 #Coronavirusvaccine #Covaxin #Covishield Watch | What are the side effects of the two COVID-19 vaccines ro… https://t.co/cedUCgSrbP,"['COVID19', 'Coronavirusvaccine', 'Covaxin', 'Covishield']",dlvr.it,0,0,FALSE
1.36056E+18,Parvez Shahid ??,"Dubai, United Arab Emirates",Mechanical Engineer,2010/5/29 5:58,406,1145,1209,FALSE,2021/2/13 12:15,"There aren’t any side effects at all of #Sinovac . From my Personal experience. 

Go ahead and get it.. https://t.co/mJzPSWGQbl",['Sinovac'],Twitter for iPhone,1,1,FALSE
1.36038E+18,EvilGay ?????? BLM,Torchwood Hub in Sacramento,"Actor, Wizard, Whovian, Sherlockian, Professional Lesbian, Legend, 18+. There is gay porn here, lucky you!",2012/1/1 22:58,883,759,31178,FALSE,2021/2/13 0:23,Anyone had the second dose of #Moderna #COVID19Vaccination? I'm curious if the side effects are different from Pfiz… https://t.co/EtXyQG1M6O,"['Moderna', 'COVID19Vaccination']",Twitter for Android,0,0,FALSE
1.36037E+18,HeyBlue ?? Keep Your Masks On,United States,,2009/10/6 16:04,353,1129,5559,FALSE,2021/2/12 23:09,Apparently - it’s a known side effect albeit a delayed reaction #Moderna #COVID19 #SideEffects #vaccineSideEffects,"['Moderna', 'COVID19', 'SideEffects', 'vaccineSideEffects']",Twitter for iPhone,0,0,FALSE
1.36033E+18,Mike Smith,"Boston, MA",,2010/3/9 23:03,184,435,5186,FALSE,2021/2/12 20:44,"So the 2nd shot definitely makes side effects worse. Was fine overnight and then few hours got the chills,fevers an… https://t.co/RGiHYcKbSZ",,Twitter for Android,0,0,FALSE
1.36031E+18,Annie Annunziato,"Queens, NY","Proud Assistant Principal, NYCDOE, Urban Assembly Institute of Math & Science for Young Women",2020/6/24 1:33,64,331,958,FALSE,2021/2/12 19:34,"Second #Moderna shot in the books.  Three days later and side effects included fever, headache, swollen arm at the… https://t.co/Kl0lZubV8L",['Moderna'],Twitter for iPhone,0,0,FALSE
1.36032E+18,Becky,,"All things #HR #F1 #Tech #dogs #disability #finance World 33 quad #wheelchairtennis 2017??????? 
#Singapore ???? ?? feels like home???",2015/1/30 9:22,1548,4484,52164,FALSE,2021/2/12 19:52,"It has been such a long week! Finally after 4 days the side effects of the #oxfordastrazeneca vaccine: nerve pain,… https://t.co/UlwV0cz4nD",['oxfordastrazeneca'],Twitter for Android,0,1,FALSE
1.36081E+18,Jen Berman Diaz ????,"Toronto, Ontario","US expat living in ???? #Organic/Safe Food Advocate ???? Events, Marketing Comm ????????? Truthseeker w/ Health Freedom on my mind",2008/5/15 3:09,674,1578,11384,FALSE,2021/2/14 4:31,"Central #NewYork #Syracuse school district closes after many staff sick with side effects from #Moderna ?? 
https://t.co/CdqKcjayOy","['NewYork', 'Syracuse', 'Moderna']",Twitter for iPhone,0,0,FALSE
1.36072E+18,Josh Westbrook,,Offense lives in space void of grace.,2009/5/23 22:24,83,423,30039,FALSE,2021/2/13 22:26,@larainenewman I got my #Moderna 2nd dose on Wednesday and did not have a single side effect.,['Moderna'],Twitter for Android,0,1,FALSE
1.36068E+18,Anita Ballard,"Huntington Beach, CA","Single gal that luvs F1,Indy Car, WEC,IMSA,Renault Alpine, Dodgers, Dolphins, Man Utd,Real Madrid. Counting days till Fernando Alonso back n F1",2011/2/12 2:56,841,1916,27341,FALSE,2021/2/13 20:11,"Got my 2nd covid vaccination yesterday, im alive and well no side effects, so im working in garden. #CovidVaccine #Moderna #GetVaccinated","['CovidVaccine', 'Moderna', 'GetVaccinated']",Twitter for Android,0,5,FALSE
1.3608E+18,Dr Keyur Buch- JointReplacement Arthroscopy Trauma,"Ahmedabad, India",World Record successful Knee Replacement on 31kg adult ! #Knee #Shoulder #Hand #JointReplacement #Arthroscopy @uamshealth @RCSed @NCAlliance_NHS @bjmc_ahmedabad,2018/1/3 12:13,656,2380,14782,FALSE,2021/2/14 3:43,Hope the after-effects /side effects of #oxfordvaccine @AstraZeneca vaccine are not being ignored or brushed under… https://t.co/RimcXBPHRN,['oxfordvaccine'],Twitter for Android,0,1,FALSE
1.36059E+18,Natasha / Nathan Jones,,"Indie author, artist, solo traveler. Bowie researcher. 
The House of the Future: Beneath the Berlin Wall and Back.
David-Bowie Art Translations.",2011/2/8 10:12,62,43,1178,FALSE,2021/2/13 13:49,"My arm hurts and I was told that the 2nd shot is more powerful (more side effects), but for the first time in my li… https://t.co/JXSQGXR4aO",,Twitter Web App,0,2,FALSE
1.361E+18,Carrie ??,Toronto,?? 43 ?? Nurse ?? Solo traveller ?? Half marathon runner ?? Empowered ?? Coffee and sarcasm ?,2016/10/3 23:23,980,382,3331,FALSE,2021/2/14 17:00,"Happy Valentine's Day! ?? To celebrate, I got the 2nd dose of the Pfizer this morning. I fear the side effects but a… https://t.co/bCnKwsTiXt",,Twitter for Android,0,7,FALSE
1.36123E+18,Mariamechi,"New York, NY","Passionate about living and what I love doing, my travels, my wines, my music, my pets and all those who are part of it. It gets better every day, Life is good!",2009/6/16 1:51,48,248,920,FALSE,2021/2/15 8:38,"Moderna vaccine side effects: 2nd shot- my day started fine. As the day progressed I started w  horrible headaches,… https://t.co/lGk5osYMgI",,Twitter for iPhone,0,0,FALSE
1.36119E+18,Almost 40... So NO and Hell Nah,"Dallas, Texas","home cook.
cooking show aficionado.
gin & scotch are my spirits and fuel my world travels.
spirited black woman. finally living. ?? 
#LetMeTrySomeShit #LMTSS",2011/10/26 16:13,1231,569,2964,FALSE,2021/2/15 5:45,"So I had my first dose of the vaccine yesterday. The side effects that I have experienced are fatigue, headache and… https://t.co/lust0LLjhx",,Twitter for Android,0,0,FALSE
1.36117E+18,arkansassy,,pop culture enthusiast. wikipedia referencer. animal lover. feminist. extremely well read. communal lifer. she/her/hers.,2011/4/8 20:27,238,577,10285,FALSE,2021/2/15 4:11,So far the only side effects of the #moderna #COVIDVaccine have been soreness at the injection site and EUPHORIA fr… https://t.co/13p3MBXQyA,"['moderna', 'COVIDVaccine']",Twitter for iPhone,0,7,FALSE
1.36097E+18,Melissa Amsler,,"I am a mehndi artist, world traveler, YouTuber, mom, and muser. My family and I are always up for our next adventure.",2011/2/23 1:11,182,790,669,FALSE,2021/2/14 14:59,"I received the first dose of the Covid vaccine on Feb 2. While I did have some side effects it was not that bad, th… https://t.co/GpgezBtu98",,Twitter for iPhone,0,0,FALSE
1.3612E+18,Neha,India,Atheist,2018/8/30 13:47,6592,45,33950,FALSE,2021/2/15 6:19,@anilvijminister Side effects of #Covaxin,['Covaxin'],Twitter for iPhone,2,6,FALSE
1.36309E+18,"Dr Abdul-Raheem Jacob. Sc.D, Ph.D",,"My main interests are #Astrophysics, #Physics, #Technology...
""Dare Mighty Things""",2021/1/26 20:34,8,85,107,FALSE,2021/2/20 11:38,"I had the #PfizerBioNTech vaccine a month ago, and haven't had any side effects what so ever.
And as someone who kn… https://t.co/SGapx1uIhr",['PfizerBioNTech'],Twitter for Android,0,0,FALSE
1.36138E+18,#OpenCovidContracts,Zimbabwe,"We believe in more engagement between decision-makers and citizens

Also follow @opencouncilhre @OpenCouncilMSV @OpenCounMRA",2015/11/10 12:59,177144,3717,10723,FALSE,2021/2/15 18:37,"Asked if the #Sinopharm Vaccine may have side effects 

@China_Amb_Zim says This question requires and expert but w… https://t.co/u6XNZyhytK",['Sinopharm'],Twitter for Android,0,1,FALSE
1.36132E+18,Marcelino????,"Dubai, United Arab Emirates",4/08/2020 ??,2012/1/26 19:21,2309,1178,23310,FALSE,2021/2/15 14:19,#??????_?????? done with my 2 doses of #Sinopharm vaccine. Minor side effects that are easily handled. Took my seco… https://t.co/YrXhT5w3Br,"['??????_??????', 'Sinopharm']",Twitter for iPhone,4,75,FALSE
1.36144E+18,Kevin McHugh,"Houston, TX","Assistant Professor of Bioengineering at Rice University, CPRIT Scholar in Cancer Research",2013/3/14 3:13,400,207,186,FALSE,2021/2/15 22:07,Got the #Moderna COVID vaccine today and had two pretty severe side effects. The first was joy and the second was r… https://t.co/oIOX0TbDq4,['Moderna'],Twitter Web App,0,30,FALSE
1.36143E+18,Mandy,,,2011/12/17 15:15,130,226,48977,FALSE,2021/2/15 21:53,Got my first dose of the #Moderna #COVIDVaccine today. So far so good. No side effects. And my pharmacist was the n… https://t.co/d27AZjfi4s,"['Moderna', 'COVIDVaccine']",Twitter for iPhone,0,1,FALSE
1.36125E+18,"R. Ruth Linden, PhD",San Francisco,"#HealthAdvocate working with diverse clients in #SFBayArea, #Cal, #USA to navigate #healthcare system #PatientRights #ClinicalTrials #EndOfLife #LGBT + more.",2015/4/18 8:41,271,604,10473,FALSE,2021/2/15 9:52,"'COVID arm': Moderna vaccine rash a harmless side effect, doctors say #ModernaVaccine #Moderna ##COVIDarm https://t.co/IeKzCJ65x3","['ModernaVaccine', 'Moderna', 'COVIDarm']",Twitter for iPhone,1,1,FALSE
1.36203E+18,Tallin Beckett,Albion. Literally ??,"Reavers wife and pirate Hero of Skill from Bloodstone. I like drinking, gambling, shooting. Captain Dread’s daughter | Fable R.P |",2013/12/19 11:04,66,51,3560,FALSE,2021/2/17 13:28,"My arm is a little sore ?? 
But so far no other side effects ????????#PfizerBionTech #PfizerVaccine","['PfizerBionTech', 'PfizerVaccine']",Twitter for iPhone,0,2,FALSE
1.36185E+18,Visions of Asia,,"The twitter account of Visions Of Asia, photography, culture and news Publications in @insider, @bloomberg, @NBCNews @CNN",2017/6/20 15:14,228,8,78,FALSE,2021/2/17 1:24,#HongKong Seems a side effect of #Sinovac is inducing facial paralysis... “Lau said the panel was satisfied that (.… https://t.co/ek6MDtH718,"['HongKong', 'Sinovac']",Twitter for iPhone,0,0,FALSE
1.36203E+18,~Nelita ??aria,"New Orleans, LA",New Orleans mom that loves her city ?????RN ???????#GeauxTigers #DST1913 ??WhoDat4Life ? She/Her/Hers #mytweetsaremyopinions,2009/6/16 22:37,671,3984,5333,FALSE,2021/2/17 13:12,"48 hours after my 1st #Moderna vaccine and I have no side effects, but minimal soreness at the site. Kudos to… https://t.co/UHLk8PEEMw",['Moderna'],Twitter for iPhone,0,2,FALSE
1.36201E+18,Autopsy Bae,,Blerd. Autopsy Technician. Just Tryna Live My Best Life. $loganjm2,2008/2/26 19:37,1022,2114,24370,FALSE,2021/2/17 12:18,"And just like that she's vaccinated! Bout to take some ibuprofen to get ahead of the potential side effects, but co… https://t.co/5RCkOtFUSf",,Instagram,0,0,FALSE
1.36189E+18,"?AdamBlack?????? ? G? Refugee, Punk Rock Fury!",The Hub Of the Universe,"Kick @ the Darkness--Till it Bleeds Daylight!
Mix:1Parts: Sincerity,Sarcasm& ScienceFuturism; 
Fuck?? Nazi Scum

Geek,Subversive, Malconten??, Friend  ??#Warren",2015/8/24 6:22,296,1831,10820,FALSE,2021/2/17 3:56,"#Moderna    #VaccinationCovid   

no immediate apparent side effects, then10 hours later feel like I'm getting punc… https://t.co/shY3g5ZvSs","['Moderna', 'VaccinationCovid']",Twitter Web App,0,2,FALSE
1.3618E+18,Jenni Armstrong,"Clovis, NM","I would rather die doing what is right than live doing what is wrong ? #Resist   Yes, I know my spelling and grammar sucks.",2012/3/9 6:44,487,1578,45261,FALSE,2021/2/16 21:56,"2nd vaccine in the books! Side effects are no joke, but still #BetterThanCovid #Moderna #vaccinated… https://t.co/y4qo9USTYG","['BetterThanCovid', 'Moderna', 'vaccinated']",Twitter for Android,0,1,FALSE
1.36174E+18,Philip Early,"Montrose, CO",Minimum sarcasm. Love is the answer. I oppose bigotry. #AOC #Progressive #WarVet #ProScience  #FreedomNotHate. #Bitcoin #Cycling #DeFi #Ethereum,2012/11/13 2:53,642,978,6803,FALSE,2021/2/16 18:11,"Received shot two of #Moderna vaccine last week. 48 hrs of unpleasent side effects, feel great now.… https://t.co/q9SvkJG66w",['Moderna'],Twitter for Android,0,2,FALSE
1.36171E+18,Steven Harper Piziks,Michigan,"Novelist, Teacher, Harpist, Dad",2009/3/16 22:15,591,587,933,FALSE,2021/2/16 15:57,"I got the second dose of #Moderna #vaccine yesterday, and today, when a lot of people say the side effects hit hard… https://t.co/cs4aKWVriH","['Moderna', 'vaccine']",Twitter for iPhone,0,3,FALSE
1.36233E+18,Ali M’s Beauty,London,Trained as a singer at Guildhall school of music before training as a music therapist. Disabled and have YouTube channel Ali M’s Beauty - inclusive makeup.,2012/3/25 9:35,119,299,738,FALSE,2021/2/18 9:14,Anyone interested in hearing about a POSITIVE side effect of the #PfizerBioNTech vaccine on my #pain? I’m not sure… https://t.co/lAErOHutsS,"['PfizerBioNTech', 'pain']",Twitter for iPhone,0,0,FALSE
1.36429E+18,Muhammad Usman Khalid,"Sahiwal, Pakistan","Chelsea for life. Smcian. Doctor. Philanthropist.

Instagram:usmankhalid786
Snapchat:usmankhalid786",2010/7/2 13:06,1133,905,7506,FALSE,2021/2/23 19:08,Those who got vaccine should start a trend that vaccine is safe and have no irreversible side effects yet as even H… https://t.co/XPPohbwNRO,,Twitter for Android,1,2,FALSE
1.3623E+18,Research in Africa,"Johanneburg, ZA, Africa",Are you a young researcher in Africa? Want your research work known and recognised? This is the one platform for you: https://t.co/wgrZBKtb2v.,2020/5/14 11:07,892,895,1171,FALSE,2021/2/18 7:04,"Why #Pfizer and #Moderna can't be sued for #Covid19 #vaccine side effects. #mRNA #research 

https://t.co/vrTzUUZd3y via @YouTube","['Pfizer', 'Moderna', 'Covid19', 'vaccine', 'mRNA', 'research']",Twitter Web App,0,1,FALSE
1.36227E+18,"Heather Momberg, DNP","Montana girl in Bishop, CA","?? Doctor of Nursing Practice #AddictionMedicine, ?? family & Sports ?????? #TheeCasualfan #AmericanIndianHealthCare",2016/8/19 20:07,80,502,3647,FALSE,2021/2/18 5:05,"Recovered from my #Moderna #Vaccine side effects....
It’s late but I’m going to push through and get this 20min… https://t.co/bF3UoX8E6g","['Moderna', 'Vaccine']",Twitter for iPhone,0,0,FALSE
1.36224E+18,Michelle Palmer,"Berlin, NJ",Owner of Berlin Rental. Adjunct Professor at Rutgers University.,2011/7/26 14:28,192,1031,15375,FALSE,2021/2/18 3:18,9 hours post dose 2 of #Moderna and still 0 side effects. My arm is slightly sore but not noticeable. #COVIDVaccine,"['Moderna', 'COVIDVaccine']",Twitter for iPhone,0,1,FALSE
1.36219E+18,cassie,"West Virginia, USA","“I look at the cross, then I look away. Give you the gun, then blow me away.”",2018/12/25 1:34,33,25,4335,FALSE,2021/2/18 0:07,"Got my second dose of the #Moderna Covid vaccine today. 

Can’t wait for the side effects. ??",['Moderna'],Twitter for iPhone,0,2,FALSE
1.36209E+18,Chelsea,,some women belong to the streets but I belong to the ponds because i'm a silly goose,2009/5/10 5:12,99,558,7249,FALSE,2021/2/17 17:31,Received the #Moderna #COVID #Vaccine yesterday around 2:45pm. No noticable immediate side effects. Slightly red/sw… https://t.co/3pqL01nCpg,"['Moderna', 'COVID', 'Vaccine']",Twitter for Android,0,0,FALSE
1.36208E+18,Pamela Davis,"Jupiter, FL","Singer, musician, music teacher, recording artist, & producer, who loves the beach and her freedom.",2013/3/3 15:41,250,886,3983,FALSE,2021/2/17 16:37,"I got my first #Moderna shot Monday night and all is fine. My arm is a little sore, no side effects. Get you vaccin… https://t.co/btnVHEpLxk",['Moderna'],Twitter Web App,0,1,FALSE
1.36207E+18,B?I?D?E?N? ?L?I?E?D? ?&? ?C?H?E?A?T?E?D?!,United States,Say it with me now!; “J?O?S?E?P?H? ?R? ?B?I?D?E?N? has C?H?E?A?T?E?D? in the 2020 election with F?R?A?U?D?U?L?E?N?T? ?V?O?T?E?S?!” #JesusMattersMost????????,2012/8/31 5:41,440,81,8145,FALSE,2021/2/17 16:05,"This lady had a list of side effects from fatigue, to sweating, to high heart pulse of 136.

#Moderna #Pfizer… https://t.co/JcqgDE3i4P","['Moderna', 'Pfizer']",Twitter for iPhone,0,1,FALSE
1.36207E+18,B?I?D?E?N? ?L?I?E?D? ?&? ?C?H?E?A?T?E?D?!,United States,Say it with me now!; “J?O?S?E?P?H? ?R? ?B?I?D?E?N? has C?H?E?A?T?E?D? in the 2020 election with F?R?A?U?D?U?L?E?N?T? ?V?O?T?E?S?!” #JesusMattersMost????????,2012/8/31 5:41,440,81,8145,FALSE,2021/2/17 16:03,"This individual also received side effects of eyeball ache from the vaccine shot.

#Moderna #Pfizer #vaccine https://t.co/awZRoWqMtS","['Moderna', 'Pfizer', 'vaccine']",Twitter for iPhone,0,0,FALSE
1.36207E+18,B?I?D?E?N? ?L?I?E?D? ?&? ?C?H?E?A?T?E?D?!,United States,Say it with me now!; “J?O?S?E?P?H? ?R? ?B?I?D?E?N? has C?H?E?A?T?E?D? in the 2020 election with F?R?A?U?D?U?L?E?N?T? ?V?O?T?E?S?!” #JesusMattersMost????????,2012/8/31 5:41,440,81,8145,FALSE,2021/2/17 16:02,"Interesting side effect of eyeball aches from vaccine shots.

#Moderna #Pfizer #vaccine https://t.co/QJaKxSWQKf","['Moderna', 'Pfizer', 'vaccine']",Twitter for iPhone,0,0,FALSE
1.36215E+18,Hilary,Wales,"Learn from mistakes, respect eachother, the time really is now",2021/1/4 14:33,67,85,2361,FALSE,2021/2/17 21:20,"@Jon_Christian they can have mine

I am waiting until I can have the #SPUTNIKV (no side effects or deaths in 3 mill… https://t.co/NLpV1OlOeB",['SPUTNIKV'],Twitter Web App,0,0,FALSE
1.36242E+18,Parabellum says Fauda Fauda,there is I in Narcissistic,"Parabellum?is Latin for prepare for war. ?Si vis pacem, para bellum, If you seek peace, prepare for war,
中國應該民主",2015/8/21 8:21,67,185,1867,FALSE,2021/2/18 15:17,"Side effects of #Sinovac?, @kakar_harsha https://t.co/D59REM1mOw",['Sinovac'],Twitter for Android,0,0,FALSE
1.36251E+18,Office Of NJ Governor Elect :) Alex Allis,New Jersey,"""The Truth Is Always More Interesting, More Freeing.""  I tweet the truth.  Spectrum Mom. Independent thinker, voter.  Love my state NJ   #JerseyDeservedBetter",2011/7/5 16:00,4113,3507,19955,FALSE,2021/2/18 21:06,"ICYMI Jim is tweeting about his reaction to the #Moderna vaccine

Scary side effects but he is sharing and that’s w… https://t.co/HlBWPrhth6",['Moderna'],Twitter for iPhone,0,4,FALSE
1.36272E+18,Organised Pauper,East Midlands. UK,"Pragmatist. Practitioner of blackbelt thriftiness. Housewife, carer and supporter at home. Start where you are, use what you have, do what you can. Arthur Ashe",2009/9/24 20:40,1769,2722,79220,FALSE,2021/2/19 11:24,"Feeling rough post vaccine, but was expecting it so prepared. Should be fine in a day or so. Most side effects gone… https://t.co/S5GNWW8Pn1",,Twitter Web App,1,3,FALSE
1.36257E+18,Debra Scott,"North West, England",I hate injustice. Fight for a cause. Never give up. Currently fighting for all diabetics/prediabetics to be offered a blood sugar monitor and LCHF advice,2012/8/24 9:40,3188,4442,28127,FALSE,2021/2/19 1:22,"#PfizerVaccine #oxfordastrazeneca  side effects - government statistics 

Click on link and scroll down to bottom f… https://t.co/qNI5yP42kY","['PfizerVaccine', 'oxfordastrazeneca']",Twitter for Android,3,2,FALSE
1.36252E+18,Steve Humphreys?,"Sheffield, UK","Scientist & baker.  Weather, beer & classical music fan. Daily 5km walker. I also tweet as @Grandpa__Pig & I always unfollow back. State pensioner.  #MCFC",2009/8/13 10:13,1735,1291,36839,FALSE,2021/2/18 21:54,"It's now 54 hours since my first COVID jab ... still zero side effects.

#OxfordAstraZeneca",['OxfordAstraZeneca'],TweetDeck,0,7,FALSE
1.36271E+18,chilternbear,MI6 Safe House,I am a neglected pooch. Pops is something in MI6. He leaves me alone for long periods. Every dog and dog owner please follow me (except @garylineker) woof!,2019/10/6 7:54,2918,2664,72637,FALSE,2021/2/19 10:24,Beware the #Russian bear-ing gifts of 2nd dose #SputnikV #vaccine...almost as bad side effects as homemade… https://t.co/GRk7iPzfIj,"['Russian', 'SputnikV', 'vaccine']",Twitter for iPhone,0,0,FALSE
1.36284E+18,Jack ???????????????♂?????????,Nederland,"Chemical Engineer PhD, real fact based science, real money (Au,Ag),
real food (gardening), real music, cyclocross&MTB",2017/9/15 16:20,119,471,4892,FALSE,2021/2/19 18:45,"#PfizerBioNTech jab, independent on storage temperature, side effect remain the same ????
????
Pfizer revises ultra-col… https://t.co/Z6F1RBbr5a",['PfizerBioNTech'],Twitter for Android,0,1,FALSE
1.36278E+18,SorLuca ???? ??,"East Sussex, Toscana, Veneto. ","Land roving or bubbling with Ms JD and Mr Otto. Coast and mountain dweller, Lagotto entertainer and rusty synths enthusiast. #RejoinEU ??????",2010/12/18 23:32,1178,1224,37964,FALSE,2021/2/19 14:44,"In case anyone wonders, I've experienced NO side effects what-so-ever. #covid #PfizerBiontech #jab https://t.co/wTVKBVoCeY","['covid', 'PfizerBiontech', 'jab']",TweetDeck,0,2,FALSE
1.36302E+18,that pink b!tch,,???? | #NoJusticeNoPeace |,2020/2/19 2:57,130,88,8962,FALSE,2021/2/20 6:38,"Side note on #CovidVaccinesideeffects 

I had the #PfizerVaccine and the side effects were TERRIBLE. Jk, I had a so… https://t.co/h20YgyuNiJ","['CovidVaccinesideeffects', 'PfizerVaccine']",Twitter Web App,0,1,FALSE
1.36294E+18,Erin A. Tarabini,,“We who believe in freedom cannot rest until it comes.” ~ Ella Baker,2016/9/24 15:55,69,493,17900,FALSE,2021/2/20 1:57,Got my second COVID vaccine shot yesterday; feeling the side effects today.  Totally worth it and I’m grateful I am… https://t.co/dfGOlyTdKn,,Twitter for iPhone,0,2,FALSE
1.36292E+18,Kyra,"Omaha, NE","32, wife, mom, HomeHealth PhysicalTherapistAsst??????? Fitness|FanFicReader|Tattoos|natural RBF|You can't please everyone|Romantic at ??",2011/1/19 5:53,287,1321,25963,FALSE,2021/2/20 0:24,2nd dose complete! Praying for minimal side effects ???? #covidvacccine #covid19vacccine #moderna #2of2 #twooftwo… https://t.co/5GmcVGC6TQ,"['covidvacccine', 'covid19vacccine', 'moderna', '2of2', 'twooftwo']",Instagram,0,2,FALSE
1.36287E+18,SFA WBB #1 FAN,"Sugar Land/H-Town, Texas",Music Lover. Movie/TV aficionado. Avid Reader. Psychology Specialist. Educator. Animal Lover. Sports enthusiast. SFA Alum. TEXANS.,2011/12/20 22:02,165,333,32801,FALSE,2021/2/19 21:08,Vaccine Dose #2 Completed! I have the weekend to deal with side effects. Happy to be done with the vaccination proc… https://t.co/RhqkKH3WzT,,Instagram,0,0,FALSE
1.36282E+18,Diana Marie,"Hauppauge, NY",I spend my time teaching tiny humans how to add fractions and do cartwheels.     LI ?? Buffalo ?? LI,2017/8/2 11:27,14,58,442,FALSE,2021/2/19 18:02,Fully vaccinated! ?? 2 hours post-vaccine: No side effects so far. #moderna,['moderna'],Twitter for iPhone,0,1,FALSE
1.36279E+18,Burberrypancake,"Birmingham, AL",#leftasfuck,2021/1/6 11:31,23,144,2127,FALSE,2021/2/19 15:30,My gf got the moderna vaccine (she had a chronic pneumonia) and her arm hurt but no side effects other than that.… https://t.co/5wbpmkthFH,,Twitter for Android,0,2,FALSE
